0,furniture_decor,2016-09-04,2,111285.5364
1,telephony,2016-09-05,1,181684.44
2,furniture_decor,2016-09-05,1,122110.2648
3,furniture_decor,2016-09-06,1,122110.2648
4,furniture_decor,2016-09-07,1,122110.2648
5,furniture_decor,2016-09-08,1,122110.2648
6,furniture_decor,2016-09-09,1,122110.2648
7,furniture_decor,2016-09-10,1,122110.2648
8,furniture_decor,2016-09-11,1,122110.2648
9,furniture_decor,2016-09-12,1,122110.2648
10,furniture_decor,2016-09-13,1,122110.2648
11,furniture_decor,2016-09-14,1,122110.2648
12,furniture_decor,2016-09-15,1,122110.2648
13,furniture_decor,2016-09-16,1,122110.2648
14,furniture_decor,2016-09-17,1,122110.2648
15,furniture_decor,2016-09-18,1,122110.2648
16,furniture_decor,2016-09-19,1,122110.2648
17,furniture_decor,2016-09-20,1,122110.2648
18,furniture_decor,2016-09-21,1,122110.2648
19,furniture_decor,2016-09-22,1,122110.2648
20,furniture_decor,2016-09-23,1,122110.2648
21,furniture_decor,2016-09-24,1,122110.2648
22,furniture_decor,2016-09-25,1,122110.2648
23,furniture_decor,2016-09-26,1,122110.2648
24,furniture_decor,2016-09-27,1,122110.2648
25,furniture_decor,2016-09-28,1,122110.2648
26,furniture_decor,2016-09-29,1,122110.2648
27,furniture_decor,2016-09-30,1,122110.2648
28,furniture_decor,2016-10-01,1,122110.2648
29,baby,2016-10-02,1,305352.0
30,furniture_decor,2016-10-02,1,122110.2648
31,fashion_shoes,2016-10-03,1,91575.0648
32,furniture_decor,2016-10-03,3,238978.6536
33,sports_leisure,2016-10-03,3,81315.2376
34,watches_gifts,2016-10-03,1,91300.248
35,toys,2016-10-03,1,393598.728
36,fixed_telephony,2016-10-04,1,607650.48
37,bed_bath_table,2016-10-04,2,243976.248
38,consoles_games,2016-10-04,3,1193295.2592
39,toys,2016-10-04,6,459295.2108
40,telephony,2016-10-04,2,396789.6564
41,furniture_decor,2016-10-04,13,238282.60763076923
42,air_conditioning,2016-10-04,2,686874.0564
43,sports_leisure,2016-10-04,5,462229.64352
44,baby,2016-10-04,3,284781.4536
45,cool_stuff,2016-10-04,2,273137.364
46,garden_tools,2016-10-04,1,549328.248
47,perfumery,2016-10-04,3,361027.848
48,computers_accessories,2016-10-04,2,358788.6
49,housewares,2016-10-04,2,305046.648
50,auto,2016-10-04,1,30229.848
51,office_furniture,2016-10-04,1,265625.7048
52,health_beauty,2016-10-04,10,378697.5504
53,fashion_male_clothing,2016-10-05,1,76032.648
54,fashio_female_clothing,2016-10-05,1,167638.248
55,office_furniture,2016-10-05,1,265625.7048
56,perfumery,2016-10-05,2,472990.248
57,toys,2016-10-05,9,616868.7176
58,air_conditioning,2016-10-05,1,457722.648
59,consoles_games,2016-10-05,1,1923412.248
60,books_technical,2016-10-05,1,815289.84
61,electronics,2016-10-05,1,3661170.48
62,furniture_decor,2016-10-05,12,209802.27
63,computers_accessories,2016-10-05,5,231383.53152
64,health_beauty,2016-10-05,9,208409.5256
65,housewares,2016-10-05,2,305046.648
66,telephony,2016-10-05,3,91391.8536
67,auto,2016-10-05,5,393769.72512
68,market_place,2016-10-05,2,240922.728
69,baby,2016-10-05,3,497703.4032
70,cool_stuff,2016-10-05,1,271763.28
71,fixed_telephony,2016-10-05,1,457997.4648
72,sports_leisure,2016-10-05,4,654201.3924
73,bed_bath_table,2016-10-05,1,518793.048
74,industry_commerce_and_business,2016-10-05,1,274511.44800000003
75,cool_stuff,2016-10-06,4,275351.166
76,pet_shop,2016-10-06,2,320314.248
77,perfumery,2016-10-06,7,470809.1622857143
78,baby,2016-10-06,2,305046.648
79,fashion_bags_accessories,2016-10-06,3,141276.192
80,telephony,2016-10-06,4,85254.27840000001
81,garden_tools,2016-10-06,1,427462.2648
82,office_furniture,2016-10-06,1,265625.7048
83,sports_leisure,2016-10-06,7,724848.9397714286
84,electronics,2016-10-06,1,329749.6248
85,bed_bath_table,2016-10-06,1,182905.848
86,industry_commerce_and_business,2016-10-06,1,274511.44800000003
87,market_place,2016-10-06,2,344895.08400000003
88,fixed_telephony,2016-10-06,2,351124.2648
89,housewares,2016-10-06,3,406830.648
90,air_conditioning,2016-10-06,1,457722.648
91,watches_gifts,2016-10-06,2,1957565.8692
92,computers_accessories,2016-10-06,10,168487.12656
93,health_beauty,2016-10-06,13,228337.5278769231
94,furniture_decor,2016-10-06,10,225331.45488000003
95,auto,2016-10-06,2,778479.6564
96,consoles_games,2016-10-06,2,984607.524
97,toys,2016-10-06,6,702650.5763999999
98,audio,2016-10-07,1,403064.64
99,furniture_decor,2016-10-07,13,285194.0702769231
100,auto,2016-10-07,3,113377.1976
101,garden_tools,2016-10-07,1,1801576.8
102,air_conditioning,2016-10-07,2,501998.688
103,cool_stuff,2016-10-07,6,486629.304
104,consoles_games,2016-10-07,1,1923412.248
105,toys,2016-10-07,8,675041.6664
106,computers_accessories,2016-10-07,10,233817.18696
107,bed_bath_table,2016-10-07,1,182905.848
108,electronics,2016-10-07,1,329749.6248
109,telephony,2016-10-07,4,76857.0984
110,pet_shop,2016-10-07,3,600301.6751999999
111,baby,2016-10-07,2,195119.928
112,perfumery,2016-10-07,9,429901.688
113,market_place,2016-10-07,3,288964.77599999995
114,office_furniture,2016-10-07,2,331245.8496
115,industry_commerce_and_business,2016-10-07,1,274511.44800000003
116,housewares,2016-10-07,2,305046.648
117,fixed_telephony,2016-10-07,2,641071.2564
118,sports_leisure,2016-10-07,5,238711.97952
119,health_beauty,2016-10-07,11,266780.4905454545
120,pet_shop,2016-10-08,2,320314.248
121,electronics,2016-10-08,1,329749.6248
122,office_furniture,2016-10-08,3,923129.988
123,housewares,2016-10-08,4,297481.5522
124,air_conditioning,2016-10-08,1,457722.648
125,sports_leisure,2016-10-08,6,224367.5604
126,garden_tools,2016-10-08,2,1007646.3324
127,market_place,2016-10-08,3,288964.77599999995
128,health_beauty,2016-10-08,14,377098.8145714286
129,telephony,2016-10-08,3,83238.95520000001
130,industry_commerce_and_business,2016-10-08,1,274511.44800000003
131,diapers_and_hygiene,2016-10-08,1,411919.848
132,fixed_telephony,2016-10-08,1,457997.4648
133,bed_bath_table,2016-10-08,1,182905.848
134,watches_gifts,2016-10-08,2,3127064.0292
135,computers_accessories,2016-10-08,13,231463.8625846154
136,consoles_games,2016-10-08,2,2412112.8564
137,fashion_bags_accessories,2016-10-08,1,152370.648
138,cool_stuff,2016-10-08,4,530396.424
139,baby,2016-10-08,3,368244.3336
140,auto,2016-10-08,3,96582.8376
141,furniture_decor,2016-10-08,20,286047.64656
142,toys,2016-10-08,5,799881.7780800001
143,perfumery,2016-10-08,10,556351.3439999999
144,toys,2016-10-09,6,946469.0592
145,perfumery,2016-10-09,9,418705.448
146,books_general_interest,2016-10-09,1,364895.64
147,bed_bath_table,2016-10-09,3,111585.7992
148,electronics,2016-10-09,1,329749.6248
149,telephony,2016-10-09,3,83238.95520000001
150,furniture_decor,2016-10-09,20,251330.65092
151,housewares,2016-10-09,5,265460.81472
152,health_beauty,2016-10-09,15,267292.92672
153,sports_leisure,2016-10-09,7,215351.67908571428
154,market_place,2016-10-09,3,288964.77599999995
155,industry_commerce_and_business,2016-10-09,1,274511.44800000003
156,fixed_telephony,2016-10-09,1,457997.4648
157,watches_gifts,2016-10-09,2,3127064.0292
158,air_conditioning,2016-10-09,1,457722.648
159,garden_tools,2016-10-09,3,1058543.4216
160,fashion_bags_accessories,2016-10-09,3,269524.032
161,baby,2016-10-09,1,85193.208
162,pet_shop,2016-10-09,2,320314.248
163,consoles_games,2016-10-09,1,1923412.248
164,computers_accessories,2016-10-09,12,220242.7638
165,auto,2016-10-09,3,259437.2376
166,cool_stuff,2016-10-09,4,530396.424
167,office_furniture,2016-10-09,3,923129.988
168,industry_commerce_and_business,2016-10-10,1,274511.44800000003
169,pet_shop,2016-10-10,3,315225.04800000007
170,watches_gifts,2016-10-10,2,3127064.0292
171,computers_accessories,2016-10-10,12,216171.4038
172,bed_bath_table,2016-10-10,2,121728.5748
173,garden_tools,2016-10-10,3,1058543.4216
174,electronics,2016-10-10,1,329749.6248
175,cool_stuff,2016-10-10,4,530396.424
176,books_general_interest,2016-10-10,1,364895.64
177,food,2016-10-10,1,243976.248
178,market_place,2016-10-10,6,386214.2988000001
179,health_beauty,2016-10-10,13,294112.6975384615
180,sports_leisure,2016-10-10,9,201416.9648
181,consoles_games,2016-10-10,3,750046.296
182,air_conditioning,2016-10-10,1,457722.648
183,perfumery,2016-10-10,9,420401.848
184,telephony,2016-10-10,5,80356.43231999999
185,housewares,2016-10-10,6,238006.61640000003
186,furniture_decor,2016-10-10,21,357908.89542857144
187,office_furniture,2016-10-10,4,827442.8496000001
188,toys,2016-10-10,7,911506.2551999998
189,fashion_bags_accessories,2016-10-10,5,210448.5984
190,fixed_telephony,2016-10-10,2,238159.2924
191,baby,2016-10-10,1,85193.208
192,auto,2016-10-10,3,225838.3392
193,audio,2016-10-10,1,76307.4648
194,telephony,2016-10-11,3,83238.95520000001
195,consoles_games,2016-10-11,3,750046.296
196,garden_tools,2016-10-11,3,1058543.4216
197,baby,2016-10-11,1,85193.208
198,fashion_bags_accessories,2016-10-11,5,210448.5984
199,furniture_decor,2016-10-11,19,272015.59717894736
200,perfumery,2016-10-11,9,420401.848
201,auto,2016-10-11,2,91437.6564
202,sports_leisure,2016-10-11,7,219713.85051428573
203,pet_shop,2016-10-11,2,320314.248
204,toys,2016-10-11,6,920977.2564
205,watches_gifts,2016-10-11,2,3127064.0292
206,cool_stuff,2016-10-11,4,530396.424
207,books_general_interest,2016-10-11,1,364895.64
208,industry_commerce_and_business,2016-10-11,1,274511.44800000003
209,electronics,2016-10-11,1,329749.6248
210,air_conditioning,2016-10-11,1,457722.648
211,computers_accessories,2016-10-11,11,190298.1423272727
212,bed_bath_table,2016-10-11,2,121728.5748
213,housewares,2016-10-11,6,238006.61640000003
214,fixed_telephony,2016-10-11,1,457997.4648
215,office_furniture,2016-10-11,4,827442.8496000001
216,market_place,2016-10-11,5,273528.21456
217,health_beauty,2016-10-11,11,303228.4156363636
218,perfumery,2016-10-12,9,420401.848
219,electronics,2016-10-12,1,329749.6248
220,furniture_decor,2016-10-12,19,272015.59717894736
221,fashion_bags_accessories,2016-10-12,5,210448.5984
222,bed_bath_table,2016-10-12,2,121728.5748
223,auto,2016-10-12,2,91437.6564
224,sports_leisure,2016-10-12,7,219713.85051428573
225,fixed_telephony,2016-10-12,1,457997.4648
226,housewares,2016-10-12,6,238006.61640000003
227,watches_gifts,2016-10-12,2,3127064.0292
228,pet_shop,2016-10-12,2,320314.248
229,computers_accessories,2016-10-12,11,190298.1423272727
230,health_beauty,2016-10-12,11,303228.4156363636
231,telephony,2016-10-12,3,83238.95520000001
232,market_place,2016-10-12,5,273528.21456
233,books_general_interest,2016-10-12,1,364895.64
234,toys,2016-10-12,6,920977.2564
235,office_furniture,2016-10-12,4,827442.8496000001
236,cool_stuff,2016-10-12,4,530396.424
237,garden_tools,2016-10-12,3,1058543.4216
238,baby,2016-10-12,1,85193.208
239,air_conditioning,2016-10-12,1,457722.648
240,consoles_games,2016-10-12,3,750046.296
241,industry_commerce_and_business,2016-10-12,1,274511.44800000003
242,office_furniture,2016-10-13,4,827442.8496000001
243,housewares,2016-10-13,6,238006.61640000003
244,computers_accessories,2016-10-13,11,190298.1423272727
245,cool_stuff,2016-10-13,4,530396.424
246,auto,2016-10-13,2,91437.6564
247,furniture_decor,2016-10-13,19,272015.59717894736
248,perfumery,2016-10-13,9,420401.848
249,toys,2016-10-13,6,920977.2564
250,sports_leisure,2016-10-13,7,219713.85051428573
251,fixed_telephony,2016-10-13,1,457997.4648
252,watches_gifts,2016-10-13,2,3127064.0292
253,telephony,2016-10-13,3,83238.95520000001
254,consoles_games,2016-10-13,3,750046.296
255,air_conditioning,2016-10-13,1,457722.648
256,garden_tools,2016-10-13,3,1058543.4216
257,books_general_interest,2016-10-13,1,364895.64
258,baby,2016-10-13,1,85193.208
